original	language_count	multilingual	languages	language_primary	Count
fin	 1	FALSE	Finnish	Finnish	777658
eng	 1	FALSE	English	English	128663
swe	 1	FALSE	Swedish	Swedish	110294
	 0	FALSE	Undetermined	Undetermined	 49548
fin;swe	 2	TRUE	Finnish;Swedish	Finnish	 27330
ger	 1	FALSE	German	German	 13953
fin;eng	 2	TRUE	Finnish;English	Finnish	 12243
lat	 1	FALSE	Latin	Latin	  9954
fin;swe;eng	 3	TRUE	Finnish;Swedish;English	Finnish	  6972
rus	 1	FALSE	Russian	Russian	  4884
mul	 1	FALSE	Multiple languages	Multiple languages	  4360
fre	 1	FALSE	French	French	  3599
eng;fin	 2	TRUE	English;Finnish	English	  3000
swe;fin	 2	TRUE	Swedish;Finnish	Swedish	  2454
fin;ger	 2	TRUE	Finnish;German	Finnish	  1762
est	 1	FALSE	Estonian	Estonian	  1543
dan	 1	FALSE	Danish	Danish	  1483
nor	 1	FALSE	Norwegian	Norwegian	  1237
ger;fin	 2	TRUE	German;Finnish	German	  1164
fin;swe;eng;ger	 4	TRUE	Finnish;Swedish;English;German	Finnish	  1125
und	 0	FALSE	Undetermined	Undetermined	   952
spa	 1	FALSE	Spanish	Spanish	   866
fin;rus	 2	TRUE	Finnish;Russian	Finnish	   855
ita	 1	FALSE	Italian	Italian	   738
lat;swe	 2	TRUE	Latin;Swedish	Latin	   647
hun	 1	FALSE	Hungarian	Hungarian	   620
fin;fre	 2	TRUE	Finnish;French	Finnish	   570
rus;fin	 2	TRUE	Russian;Finnish	Russian	   532
swe;eng	 2	TRUE	Swedish;English	Swedish	   516
smi	 1	FALSE	Sami	Sami	   479
fre;fin	 2	TRUE	French;Finnish	French	   475
dut	 1	FALSE	Dutch	Dutch	   455
fin;lat	 2	TRUE	Finnish;Latin	Finnish	   418
eng;ger	 2	TRUE	English;German	English	   408
swe;dan;nor	 3	TRUE	Swedish;Danish;Norwegian	Swedish	   397
pol	 1	FALSE	Polish	Polish	   369
swe;lat	 2	TRUE	Swedish;Latin	Swedish	   366
jpn	 1	FALSE	Japanese	Japanese	   338
cze	 1	FALSE	Czech	Czech	   327
spa;fin	 2	TRUE	Spanish;Finnish	Spanish	   299
krl	 1	FALSE	Karelian	Karelian	   297
lat;grc	 2	TRUE	Latin;Greek, Ancient (to 1453)	Latin	   285
fin;eng;ger	 3	TRUE	Finnish;English;German	Finnish	   280
eng;swe	 2	TRUE	English;Swedish	English	   269
fin;swe;eng;ger;rus	 5	TRUE	Finnish;Swedish;English;German;Russian	Finnish	   251
fin;est	 2	TRUE	Finnish;Estonian	Finnish	   226
lav	 1	FALSE	Latvian	Latvian	   208
afa	 1	FALSE	Afroasiatic (Other)	Afroasiatic (Other)	   193
eng;fre	 2	TRUE	English;French	English	   193
fin;eng;rus	 3	TRUE	Finnish;English;Russian	Finnish	   190
fin;ita	 2	TRUE	Finnish;Italian	Finnish	   187
fin;swe;mul	 3	TRUE	Finnish;Swedish;Multiple languages	Finnish	   176
fiu	 1	FALSE	Finno-Ugrian (Other)	Finno-Ugrian (Other)	   169
fin;spa	 2	TRUE	Finnish;Spanish	Finnish	   163
lit	 1	FALSE	Lithuanian	Lithuanian	   161
fin;swe;ger	 3	TRUE	Finnish;Swedish;German	Finnish	   153
lat;fre	 2	TRUE	Latin;French	Latin	   152
fin;eng;swe	 3	TRUE	Finnish;English;Swedish	Finnish	   151
lat;fin	 2	TRUE	Latin;Finnish	Latin	   149
ger;swe	 2	TRUE	German;Swedish	German	   149
epo	 1	FALSE	Esperanto	Esperanto	   143
eng;rus	 2	TRUE	English;Russian	English	   143
swe;ger	 2	TRUE	Swedish;German	Swedish	   142
ice	 1	FALSE	Icelandic	Icelandic	   133
smi;sme	 2	TRUE	Sami;Northern Sami	Sami	   129
fin;smi	 2	TRUE	Finnish;Sami	Finnish	   127
fin;swe;eng;ger;fre	 5	TRUE	Finnish;Swedish;English;German;French	Finnish	   123
por	 1	FALSE	Portuguese	Portuguese	   119
fin;swe;fre	 3	TRUE	Finnish;Swedish;French	Finnish	   116
fin;eng;fre	 3	TRUE	Finnish;English;French	Finnish	   115
sme	 1	FALSE	Northern Sami	Northern Sami	   113
dan;nor;swe	 3	TRUE	Danish;Norwegian;Swedish	Danish	   112
eng;ger;fre	 3	TRUE	English;German;French	English	   111
ita;fin	 2	TRUE	Italian;Finnish	Italian	   108
swe;fre	 2	TRUE	Swedish;French	Swedish	   108
chi	 1	FALSE	Chinese	Chinese	   107
bul	 1	FALSE	Bulgarian	Bulgarian	   100
fin;hun	 2	TRUE	Finnish;Hungarian	Finnish	    95
tur	 1	FALSE	Turkish	Turkish	    93
fin;nor	 2	TRUE	Finnish;Norwegian	Finnish	    91
slv	 1	FALSE	Slovenian	Slovenian	    86
swe;rus	 2	TRUE	Swedish;Russian	Swedish	    85
swe;fin;eng	 3	TRUE	Swedish;Finnish;English	Swedish	    81
fin;swe;rus	 3	TRUE	Finnish;Swedish;Russian	Finnish	    80
rum	 1	FALSE	Romanian	Romanian	    79
lat;ger	 2	TRUE	Latin;German	Latin	    78
ger;eng	 2	TRUE	German;English	German	    76
swe;nor	 2	TRUE	Swedish;Norwegian	Swedish	    76
slo	 1	FALSE	Slovak	Slovak	    74
fin;swe;lat	 3	TRUE	Finnish;Swedish;Latin	Finnish	    72
swe;nor;dan	 3	TRUE	Swedish;Norwegian;Danish	Swedish	    71
est;fin	 2	TRUE	Estonian;Finnish	Estonian	    71
fin;swe;dan;nor	 4	TRUE	Finnish;Swedish;Danish;Norwegian	Finnish	    65
swe;dan	 2	TRUE	Swedish;Danish	Swedish	    65
lat;grc;swe	 3	TRUE	Latin;Greek, Ancient (to 1453);Swedish	Latin	    64
fre;eng	 2	TRUE	French;English	French	    63
fin;jpn	 2	TRUE	Finnish;Japanese	Finnish	    63
fin;epo	 2	TRUE	Finnish;Esperanto	Finnish	    62
fin;swe;eng;rus	 4	TRUE	Finnish;Swedish;English;Russian	Finnish	    61
ukr	 1	FALSE	Ukrainian	Ukrainian	    56
tat	 1	FALSE	Tatar	Tatar	    55
smi;smn	 2	TRUE	Sami;Inari Sami	Sami	    54
hrv	 1	FALSE	Croatian	Croatian	    52
fin;ara	 2	TRUE	Finnish;Arabic	Finnish	    52
ndo	 1	FALSE	Ndonga	Ndonga	    51
gre	 1	FALSE	Greek, Modern (1453-)	Greek, Modern (1453-)	    51
fin;swe;eng;ger;fre;rus	 6	TRUE	Finnish;Swedish;English;German;French;Russian	Finnish	    51
fin;swe;eng;fre	 4	TRUE	Finnish;Swedish;English;French	Finnish	    50
eng;fre;ger	 3	TRUE	English;French;German	English	    50
heb	 1	FALSE	Hebrew	Hebrew	    49
fre;swe	 2	TRUE	French;Swedish	French	    48
fin;fiu	 2	TRUE	Finnish;Finno-Ugrian (Other)	Finnish	    47
eng;fin;swe	 3	TRUE	English;Finnish;Swedish	English	    47
ara	 1	FALSE	Arabic	Arabic	    46
fin;fin	 1	FALSE	Finnish	Finnish	    45
hun;fin	 2	TRUE	Hungarian;Finnish	Hungarian	    44
fin;chi	 2	TRUE	Finnish;Chinese	Finnish	    44
rus;eng	 2	TRUE	Russian;English	Russian	    43
fin;swe;eng;fre;ger;rus	 6	TRUE	Finnish;Swedish;English;French;German;Russian	Finnish	    42
swe;eng;ger	 3	TRUE	Swedish;English;German	Swedish	    41
som	 1	FALSE	Somali	Somali	    41
lat;swe;grc	 3	TRUE	Latin;Swedish;Greek, Ancient (to 1453)	Latin	    40
alb	 1	FALSE	Albanian	Albanian	    39
eng;chi	 2	TRUE	English;Chinese	English	    39
fin;krl	 2	TRUE	Finnish;Karelian	Finnish	    39
fin;gre	 2	TRUE	Finnish;Greek, Modern (1453-)	Finnish	    39
rus;swe	 2	TRUE	Russian;Swedish	Russian	    38
afr	 1	FALSE	Afrikaans	Afrikaans	    37
swe;dan;nor;eng	 4	TRUE	Swedish;Danish;Norwegian;English	Swedish	    37
dan;swe	 2	TRUE	Danish;Swedish	Danish	    35
per	 1	FALSE	Persian	Persian	    35
fin;dan	 2	TRUE	Finnish;Danish	Finnish	    35
fin;eng;ger;fre	 4	TRUE	Finnish;English;German;French	Finnish	    34
fin;swe;eng;fre;ger	 5	TRUE	Finnish;Swedish;English;French;German	Finnish	    33
eng;akk	 2	TRUE	English;Akkadian	English	    33
srp	 1	FALSE	Serbian	Serbian	    32
fin;por	 2	TRUE	Finnish;Portuguese	Finnish	    32
fin;heb	 2	TRUE	Finnish;Hebrew	Finnish	    32
lat;swe;fin	 3	TRUE	Latin;Swedish;Finnish	Latin	    30
est;eng	 2	TRUE	Estonian;English	Estonian	    30
nor;swe	 2	TRUE	Norwegian;Swedish	Norwegian	    29
fin;ger;fre	 3	TRUE	Finnish;German;French	Finnish	    29
chm	 1	FALSE	Mari	Mari	    29
smi;fin	 2	TRUE	Sami;Finnish	Sami	    29
dan;swe;nor	 3	TRUE	Danish;Swedish;Norwegian	Danish	    28
ger;fre	 2	TRUE	German;French	German	    28
jpn;fin	 2	TRUE	Japanese;Finnish	Japanese	    28
lat;per	 2	TRUE	Latin;Persian	Latin	    27
fin;und	 2	TRUE	Finnish;Undetermined	Finnish	    27
fin;som	 2	TRUE	Finnish;Somali	Finnish	    27
eng;lat	 2	TRUE	English;Latin	English	    27
eng;swe;fin	 3	TRUE	English;Swedish;Finnish	English	    27
fin;mul	 2	TRUE	Finnish;Multiple languages	Finnish	    26
fin;eng;ger;rus	 4	TRUE	Finnish;English;German;Russian	Finnish	    26
por;fin	 2	TRUE	Portuguese;Finnish	Portuguese	    26
lat;swe;fre	 3	TRUE	Latin;Swedish;French	Latin	    25
ger;lat	 2	TRUE	German;Latin	German	    25
fin;swe;nor	 3	TRUE	Finnish;Swedish;Norwegian	Finnish	    25
lat;fre;swe	 3	TRUE	Latin;French;Swedish	Latin	    24
fin;per	 2	TRUE	Finnish;Persian	Finnish	    24
eng;ita	 2	TRUE	English;Italian	English	    23
fin;ger;lat	 3	TRUE	Finnish;German;Latin	Finnish	    23
fin;est;eng	 3	TRUE	Finnish;Estonian;English	Finnish	    23
swe;nor;eng	 3	TRUE	Swedish;Norwegian;English	Swedish	    23
fin;eng;est	 3	TRUE	Finnish;English;Estonian	Finnish	    23
lat;heb	 2	TRUE	Latin;Hebrew	Latin	    22
kor	 1	FALSE	Korean	Korean	    22
eng;jpn	 2	TRUE	English;Japanese	English	    22
bnt	 1	FALSE	Bantu (Other)	Bantu (Other)	    21
fin;rus;eng	 3	TRUE	Finnish;Russian;English	Finnish	    21
smi;sms	 2	TRUE	Sami;Skolt Sami	Sami	    21
epo;fin	 2	TRUE	Esperanto;Finnish	Esperanto	    20
eng;spa	 2	TRUE	English;Spanish	English	    20
lat;eng	 2	TRUE	Latin;English	Latin	    20
vie	 1	FALSE	Vietnamese	Vietnamese	    20
fin;eng;spa	 3	TRUE	Finnish;English;Spanish	Finnish	    20
fin;tur	 2	TRUE	Finnish;Turkish	Finnish	    20
fin;swe;ger;fre	 4	TRUE	Finnish;Swedish;German;French	Finnish	    20
swe;dan;eng	 3	TRUE	Swedish;Danish;English	Swedish	    19
swe;eng;ger;fre	 4	TRUE	Swedish;English;German;French	Swedish	    19
kom	 1	FALSE	Komi	Komi	    19
smn	 1	FALSE	Inari Sami	Inari Sami	    19
nor;swe;dan	 3	TRUE	Norwegian;Swedish;Danish	Norwegian	    19
grc	 1	FALSE	Greek, Ancient (to 1453)	Greek, Ancient (to 1453)	    19
fin;grc	 2	TRUE	Finnish;Greek, Ancient (to 1453)	Finnish	    19
fao	 1	FALSE	Faroese	Faroese	    19
eng;ara	 2	TRUE	English;Arabic	English	    18
fin;dut	 2	TRUE	Finnish;Dutch	Finnish	    18
pol;fin	 2	TRUE	Polish;Finnish	Polish	    18
grc;fin	 2	TRUE	Greek, Ancient (to 1453);Finnish	Greek, Ancient (to 1453)	    18
fin;pol	 2	TRUE	Finnish;Polish	Finnish	    18
grc;lat	 2	TRUE	Greek, Ancient (to 1453);Latin	Greek, Ancient (to 1453)	    17
chi;fin	 2	TRUE	Chinese;Finnish	Chinese	    17
swe;eng;fin	 3	TRUE	Swedish;English;Finnish	Swedish	    17
ger;fiu	 2	TRUE	German;Finno-Ugrian (Other)	German	    16
dan;eng	 2	TRUE	Danish;English	Danish	    16
fin;kur	 2	TRUE	Finnish;Kurdish	Finnish	    16
fin;ger;eng	 3	TRUE	Finnish;German;English	Finnish	    16
cat	 1	FALSE	Catalan	Catalan	    16
fin;eng;chi	 3	TRUE	Finnish;English;Chinese	Finnish	    16
fin;eng;mul	 3	TRUE	Finnish;English;Multiple languages	Finnish	    16
swe;eng;nor	 3	TRUE	Swedish;English;Norwegian	Swedish	    16
swa	 1	FALSE	Swahili	Swahili	    15
kur	 1	FALSE	Kurdish	Kurdish	    15
fin;swe;ger;rus	 4	TRUE	Finnish;Swedish;German;Russian	Finnish	    15
fin;eng;ita	 3	TRUE	Finnish;English;Italian	Finnish	    15
ger;eng;fre	 3	TRUE	German;English;French	German	    14
fin;swe;eng;ger;fre;spa	 6	TRUE	Finnish;Swedish;English;German;French;Spanish	Finnish	    14
fin;rum	 2	TRUE	Finnish;Romanian	Finnish	    14
fin;swe;dan	 3	TRUE	Finnish;Swedish;Danish	Finnish	    14
krl;fin	 2	TRUE	Karelian;Finnish	Karelian	    14
fin;eng;jpn	 3	TRUE	Finnish;English;Japanese	Finnish	    14
eng;ger;rus	 3	TRUE	English;German;Russian	English	    13
eng;fre;rus	 3	TRUE	English;French;Russian	English	    13
swe;swe	 1	FALSE	Swedish	Swedish	    13
fin;swe;smi	 3	TRUE	Finnish;Swedish;Sami	Finnish	    13
fin;eng;ger;swe	 4	TRUE	Finnish;English;German;Swedish	Finnish	    13
ara;fin	 2	TRUE	Arabic;Finnish	Arabic	    13
fin;tha	 2	TRUE	Finnish;Thai	Finnish	    13
nor;dan;swe	 3	TRUE	Norwegian;Danish;Swedish	Norwegian	    13
krl;rus	 2	TRUE	Karelian;Russian	Karelian	    13
eng;dan	 2	TRUE	English;Danish	English	    13
fin;sme	 2	TRUE	Finnish;Northern Sami	Finnish	    13
tur;fin	 2	TRUE	Turkish;Finnish	Turkish	    13
udm	 1	FALSE	Udmurt	Udmurt	    12
fin;vie	 2	TRUE	Finnish;Vietnamese	Finnish	    12
fin;rom	 2	TRUE	Finnish;Romani	Finnish	    12
gre;fin	 2	TRUE	Greek, Modern (1453-);Finnish	Greek, Modern (1453-)	    12
fin;eng;lat	 3	TRUE	Finnish;English;Latin	Finnish	    12
rus;krl	 2	TRUE	Russian;Karelian	Russian	    12
swe;ita	 2	TRUE	Swedish;Italian	Swedish	    12
smi;sme;fin	 3	TRUE	Sami;Northern Sami;Finnish	Sami	    12
ita;eng	 2	TRUE	Italian;English	Italian	    12
eng;fin;rus	 3	TRUE	English;Finnish;Russian	English	    12
fin;ukr	 2	TRUE	Finnish;Ukrainian	Finnish	    11
ger;est	 2	TRUE	German;Estonian	German	    11
swe;fin;eng;ger	 4	TRUE	Swedish;Finnish;English;German	Swedish	    11
bel	 1	FALSE	Belarusian	Belarusian	    11
mdf	 1	FALSE	Moksha	Moksha	    11
spa;swe	 2	TRUE	Spanish;Swedish	Spanish	    11
sme;fin	 2	TRUE	Northern Sami;Finnish	Northern Sami	    11
swe;ger;fre	 3	TRUE	Swedish;German;French	Swedish	    11
fin;eng;swe;ger	 4	TRUE	Finnish;English;Swedish;German	Finnish	    11
fin;eng;ger;fre;lat	 5	TRUE	Finnish;English;German;French;Latin	Finnish	    10
fre;ger	 2	TRUE	French;German	French	    10
fin;swe;nor;dan	 4	TRUE	Finnish;Swedish;Norwegian;Danish	Finnish	    10
ger;fre;eng	 3	TRUE	German;French;English	German	    10
fin;swe;ger;eng	 4	TRUE	Finnish;Swedish;German;English	Finnish	    10
fin;lav	 2	TRUE	Finnish;Latvian	Finnish	    10
fin;alb	 2	TRUE	Finnish;Albanian	Finnish	    10
ger;smi	 2	TRUE	German;Sami	German	    10
fin;fre;eng	 3	TRUE	Finnish;French;English	Finnish	    10
nor;eng	 2	TRUE	Norwegian;English	Norwegian	    10
smi;smn;fin	 3	TRUE	Sami;Inari Sami;Finnish	Sami	    10
fin;cze	 2	TRUE	Finnish;Czech	Finnish	    10
fin;lat;swe	 3	TRUE	Finnish;Latin;Swedish	Finnish	     9
spa;eng	 2	TRUE	Spanish;English	Spanish	     9
nor;fin	 2	TRUE	Norwegian;Finnish	Norwegian	     9
est;ger	 2	TRUE	Estonian;German	Estonian	     9
smi;nor	 2	TRUE	Sami;Norwegian	Sami	     9
fin;smi;eng	 3	TRUE	Finnish;Sami;English	Finnish	     9
eng;por	 2	TRUE	English;Portuguese	English	     9
eng;est	 2	TRUE	English;Estonian	English	     9
smi;swe	 2	TRUE	Sami;Swedish	Sami	     9
sms	 1	FALSE	Skolt Sami	Skolt Sami	     9
fin;san	 2	TRUE	Finnish;Sanskrit	Finnish	     8
heb;fin	 2	TRUE	Hebrew;Finnish	Hebrew	     8
fin;eng;fre;ger	 4	TRUE	Finnish;English;French;German	Finnish	     8
swe;lat;grc	 3	TRUE	Swedish;Latin;Greek, Ancient (to 1453)	Swedish	     8
eng;heb	 2	TRUE	English;Hebrew	English	     8
arm	 1	FALSE	Armenian	Armenian	     8
swe;eng;dan	 3	TRUE	Swedish;English;Danish	Swedish	     8
ukr;fin	 2	TRUE	Ukrainian;Finnish	Ukrainian	     8
eng;fre;spa	 3	TRUE	English;French;Spanish	English	     8
fin;rus;swe	 3	TRUE	Finnish;Russian;Swedish	Finnish	     8
fin;swa	 2	TRUE	Finnish;Swahili	Finnish	     8
eng;nor	 2	TRUE	English;Norwegian	English	     8
rom;fin	 2	TRUE	Romani;Finnish	Romani	     8
lat;swe;ger	 3	TRUE	Latin;Swedish;German	Latin	     8
lat;ger;swe	 3	TRUE	Latin;German;Swedish	Latin	     8
swe;fin;ger	 3	TRUE	Swedish;Finnish;German	Swedish	     8
fin;nor;eng	 3	TRUE	Finnish;Norwegian;English	Finnish	     8
swe;mul	 2	TRUE	Swedish;Multiple languages	Swedish	     8
fin;swe;eng;mul	 4	TRUE	Finnish;Swedish;English;Multiple languages	Finnish	     8
rus;fre	 2	TRUE	Russian;French	Russian	     8
fiu;rus	 2	TRUE	Finno-Ugrian (Other);Russian	Finno-Ugrian (Other)	     8
som;fin	 2	TRUE	Somali;Finnish	Somali	     8
lat;dut	 2	TRUE	Latin;Dutch	Latin	     8
fit	 0	FALSE	Undetermined	Undetermined	     7
swe;eng;dan;nor	 4	TRUE	Swedish;English;Danish;Norwegian	Swedish	     7
eng;grc	 2	TRUE	English;Greek, Ancient (to 1453)	English	     7
lav;fin	 2	TRUE	Latvian;Finnish	Latvian	     7
hun;eng	 2	TRUE	Hungarian;English	Hungarian	     7
glg	 1	FALSE	Galician	Galician	     7
fin;swe;epo	 3	TRUE	Finnish;Swedish;Esperanto	Finnish	     7
lat;fin;swe	 3	TRUE	Latin;Finnish;Swedish	Latin	     7
jpn;eng	 2	TRUE	Japanese;English	Japanese	     7
fin;swe;ita	 3	TRUE	Finnish;Swedish;Italian	Finnish	     7
lat;heb;swe	 3	TRUE	Latin;Hebrew;Swedish	Latin	     7
dan;nor	 2	TRUE	Danish;Norwegian	Danish	     7
fin;hrv	 2	TRUE	Finnish;Croatian	Finnish	     7
fin;rus;lat	 3	TRUE	Finnish;Russian;Latin	Finnish	     7
fin;ger;swe	 3	TRUE	Finnish;German;Swedish	Finnish	     7
rom	 1	FALSE	Romani	Romani	     7
rus;lat	 2	TRUE	Russian;Latin	Russian	     7
fin;swe;est	 3	TRUE	Finnish;Swedish;Estonian	Finnish	     7
lat;spa	 2	TRUE	Latin;Spanish	Latin	     7
sme;smi	 2	TRUE	Northern Sami;Sami	Northern Sami	     7
nor;dan	 2	TRUE	Norwegian;Danish	Norwegian	     6
myv	 1	FALSE	Erzya	Erzya	     6
fre;spa	 2	TRUE	French;Spanish	French	     6
nob	 1	FALSE	Norwegian (Bokm책l)	Norwegian (Bokm책l)	     6
fin;swe;eng;ger;fre;spa;rus;est	 8	TRUE	Finnish;Swedish;English;German;French;Spanish;Russian;Estonian	Finnish	     6
fre;rus	 2	TRUE	French;Russian	French	     6
eng;swa	 2	TRUE	English;Swahili	English	     6
dan;nor;swe;eng	 4	TRUE	Danish;Norwegian;Swedish;English	Danish	     6
fin;ice	 2	TRUE	Finnish;Icelandic	Finnish	     6
swe;grc	 2	TRUE	Swedish;Greek, Ancient (to 1453)	Swedish	     6
gem	 1	FALSE	Germanic (Other)	Germanic (Other)	     6
swe;fin;rus	 3	TRUE	Swedish;Finnish;Russian	Swedish	     6
swe;nor;dan;eng	 4	TRUE	Swedish;Norwegian;Danish;English	Swedish	     6
fin;bul	 2	TRUE	Finnish;Bulgarian	Finnish	     6
dan;fin	 2	TRUE	Danish;Finnish	Danish	     6
fin;krl;rus	 3	TRUE	Finnish;Karelian;Russian	Finnish	     6
ger;fre;rus	 3	TRUE	German;French;Russian	German	     6
fin;fre;swe	 3	TRUE	Finnish;French;Swedish	Finnish	     6
wel	 1	FALSE	Welsh	Welsh	     6
ger;rus	 2	TRUE	German;Russian	German	     6
fre;eng;ger	 3	TRUE	French;English;German	French	     6
swe;fre;ger	 3	TRUE	Swedish;French;German	Swedish	     6
fin;swe;dan;nor;eng	 5	TRUE	Finnish;Swedish;Danish;Norwegian;English	Finnish	     6
eng;eng	 1	FALSE	English	English	     6
lat;fin;eng	 3	TRUE	Latin;Finnish;English	Latin	     6
fre;lat	 2	TRUE	French;Latin	French	     6
fiu;fin	 2	TRUE	Finno-Ugrian (Other);Finnish	Finno-Ugrian (Other)	     6
fre;eng;fin	 3	TRUE	French;English;Finnish	French	     6
fin;eng;ger;fre;spa	 5	TRUE	Finnish;English;German;French;Spanish	Finnish	     5
nor;smi;eng	 3	TRUE	Norwegian;Sami;English	Norwegian	     5
fin;swe;eng;ger;fre;rus;spa	 7	TRUE	Finnish;Swedish;English;German;French;Russian;Spanish	Finnish	     5
ger;sux	 2	TRUE	German;Sumerian	German	     5
est;rus	 2	TRUE	Estonian;Russian	Estonian	     5
fin;ger;rus	 3	TRUE	Finnish;German;Russian	Finnish	     5
lat;ara	 2	TRUE	Latin;Arabic	Latin	     5
fin;udm	 2	TRUE	Finnish;Udmurt	Finnish	     5
swe;eng;fre	 3	TRUE	Swedish;English;French	Swedish	     5
fin;arc	 2	TRUE	Finnish;Aramaic	Finnish	     5
dan;fin;nor;swe	 4	TRUE	Danish;Finnish;Norwegian;Swedish	Danish	     5
fin;swe;eng;lat	 4	TRUE	Finnish;Swedish;English;Latin	Finnish	     5
eng;gre	 2	TRUE	English;Greek, Modern (1453-)	English	     5
fin;slo	 2	TRUE	Finnish;Slovak	Finnish	     5
lat;heb;grc	 3	TRUE	Latin;Hebrew;Greek, Ancient (to 1453)	Latin	     5
dan;swe;eng	 3	TRUE	Danish;Swedish;English	Danish	     5
lav;eng	 2	TRUE	Latvian;English	Latvian	     5
fin;eng;fre;rus	 4	TRUE	Finnish;English;French;Russian	Finnish	     5
cze;fin	 2	TRUE	Czech;Finnish	Czech	     5
smi;smn;eng	 3	TRUE	Sami;Inari Sami;English	Sami	     5
fin;eng;ara	 3	TRUE	Finnish;English;Arabic	Finnish	     5
ita;lat	 2	TRUE	Italian;Latin	Italian	     5
ger;fin;swe	 3	TRUE	German;Finnish;Swedish	German	     5
swe;est	 2	TRUE	Swedish;Estonian	Swedish	     5
fre;dut	 2	TRUE	French;Dutch	French	     5
vie;fin	 2	TRUE	Vietnamese;Finnish	Vietnamese	     5
eng;pol	 2	TRUE	English;Polish	English	     5
fin;smn	 2	TRUE	Finnish;Inari Sami	Finnish	     5
fin;heb;arc	 3	TRUE	Finnish;Hebrew;Aramaic	Finnish	     5
fin;swe;nor;eng;ger	 5	TRUE	Finnish;Swedish;Norwegian;English;German	Finnish	     5
inc	 1	FALSE	Indic (Other)	Indic (Other)	     5
eng;fin;ger	 3	TRUE	English;Finnish;German	English	     5
fin;est;rus	 3	TRUE	Finnish;Estonian;Russian	Finnish	     5
lat;ita	 2	TRUE	Latin;Italian	Latin	     5
swe;fin;lat	 3	TRUE	Swedish;Finnish;Latin	Swedish	     5
fin;smi;sms	 3	TRUE	Finnish;Sami;Skolt Sami	Finnish	     5
