original	language_count	multilingual	languages	language_primary	Count
eng;mis	 2	TRUE	English;Miscellaneous languages	English	     1
smi;nor;eng	 3	TRUE	Sami;Norwegian;English	Sami	     1
fin;swe;eng;fre;ita	 5	TRUE	Finnish;Swedish;English;French;Italian	Finnish	     1
sme;nor	 2	TRUE	Northern Sami;Norwegian	Northern Sami	     1
swe;fin;eng;nor;dan;ice	 6	TRUE	Swedish;Finnish;English;Norwegian;Danish;Icelandic	Swedish	     1
fin;ita;fre	 3	TRUE	Finnish;Italian;French	Finnish	     1
sgn	 1	FALSE	Sign languages	Sign languages	     1
cze;eng	 2	TRUE	Czech;English	Czech	     1
eng;bur	 2	TRUE	English;Burmese	English	     1
ger;eng;cze;pol	 4	TRUE	German;English;Czech;Polish	German	     1
tuk	 1	FALSE	Turkmen	Turkmen	     1
fin;fil;tgl	 3	TRUE	Finnish;Filipino;Tagalog	Finnish	     1
mari	 0	FALSE	Undetermined	Undetermined	     1
por;umb	 2	TRUE	Portuguese;Umbundu	Portuguese	     1
rus;tat	 2	TRUE	Russian;Tatar	Russian	     1
eng;rus;tat	 3	TRUE	English;Russian;Tatar	English	     1
fin;swe;dan;nor;ice;eng;ger;fre;ita;spa	10	TRUE	Finnish;Swedish;Danish;Norwegian;Icelandic;English;German;French;Italian;Spanish	Finnish	     1
fin;eng;ger;fre;spa;dut	 6	TRUE	Finnish;English;German;French;Spanish;Dutch	Finnish	     1
fin;swe;eng;est;hun;rus	 6	TRUE	Finnish;Swedish;English;Estonian;Hungarian;Russian	Finnish	     1
fin;swe;cze;dut;eng;fre;ger;ita;por;spa	10	TRUE	Finnish;Swedish;Czech;Dutch;English;French;German;Italian;Portuguese;Spanish	Finnish	     1
alb;eng	 2	TRUE	Albanian;English	Albanian	     1
fin;eng;tai	 3	TRUE	Finnish;English;Tai (Other)	Finnish	     1
por;spa;fin	 3	TRUE	Portuguese;Spanish;Finnish	Portuguese	     1
fin;wel	 2	TRUE	Finnish;Welsh	Finnish	     1
fin;eng;swe;spa;ita;dut;fre;por;ger;rus;dan;est	12	TRUE	Finnish;English;Swedish;Spanish;Italian;Dutch;French;Portuguese;German;Russian;Danish;Estonian	Finnish	     1
fin;bos	 2	TRUE	Finnish;Bosnian	Finnish	     1
smn;sms;sme;fin;swe;swe	 5	TRUE	Inari Sami;Skolt Sami;Northern Sami;Finnish;Swedish	Inari Sami	     1
wol	 1	FALSE	Wolof	Wolof	     1
swe;ger;rus	 3	TRUE	Swedish;German;Russian	Swedish	     1
fin;eng;spa;rus	 4	TRUE	Finnish;English;Spanish;Russian	Finnish	     1
fin;ara;tat	 3	TRUE	Finnish;Arabic;Tatar	Finnish	     1
fin;swe;eng;spa;baq	 5	TRUE	Finnish;Swedish;English;Spanish;Basque	Finnish	     1
fin;srp;eng	 3	TRUE	Finnish;Serbian;English	Finnish	     1
eng;fin;ara;heb	 4	TRUE	English;Finnish;Arabic;Hebrew	English	     1
fin;swe;eng;fre;ita;por	 6	TRUE	Finnish;Swedish;English;French;Italian;Portuguese	Finnish	     1
kur;fin	 2	TRUE	Kurdish;Finnish	Kurdish	     1
fin;swe;ita;lat	 4	TRUE	Finnish;Swedish;Italian;Latin	Finnish	     1
fin;swe;eng;ger;rus;fin;swe;ger;eng;rus	 5	TRUE	Finnish;Swedish;English;German;Russian	Finnish	     1
fin;ara;fin;ara	 2	TRUE	Finnish;Arabic	Finnish	     1
glg;fin;ita;spa;hrv;chi	 6	TRUE	Galician;Finnish;Italian;Spanish;Croatian;Chinese	Galician	     1
fin;eng;kaz	 3	TRUE	Finnish;English;Kazakh	Finnish	     1
smi;swe;eng	 3	TRUE	Sami;Swedish;English	Sami	     1
swe;rus;fin;ger	 4	TRUE	Swedish;Russian;Finnish;German	Swedish	     1
rus;fin;swe;ger	 4	TRUE	Russian;Finnish;Swedish;German	Russian	     1
fin;swe;ger;dan	 4	TRUE	Finnish;Swedish;German;Danish	Finnish	     1
fin;swe;rus;eng;fre	 5	TRUE	Finnish;Swedish;Russian;English;French	Finnish	     1
fin;nor;ita	 3	TRUE	Finnish;Norwegian;Italian	Finnish	     1
eng;fre;ita	 3	TRUE	English;French;Italian	English	     1
fin;eng;hin	 3	TRUE	Finnish;English;Hindi	Finnish	     1
eng;fin;spa;ita;ger;fre;ara;per;rus;smi	10	TRUE	English;Finnish;Spanish;Italian;German;French;Arabic;Persian;Russian;Sami	English	     1
swe;lat;rus	 3	TRUE	Swedish;Latin;Russian	Swedish	     1
fre;eng;ara	 3	TRUE	French;English;Arabic	French	     1
fin;fin;ita	 2	TRUE	Finnish;Italian	Finnish	     1
fin;eng;lit	 3	TRUE	Finnish;English;Lithuanian	Finnish	     1
swe;fin;ger;rus	 4	TRUE	Swedish;Finnish;German;Russian	Swedish	     1
ukr;eng;rus	 3	TRUE	Ukrainian;English;Russian	Ukrainian	     1
chv;fin	 2	TRUE	Chuvash;Finnish	Chuvash	     1
smj;smi	 2	TRUE	Lule Sami;Sami	Lule Sami	     1
ibo	 1	FALSE	Igbo	Igbo	     1
eng;ger;fre;rus;spa;ita	 6	TRUE	English;German;French;Russian;Spanish;Italian	English	     1
chn	 1	FALSE	Chinook jargon	Chinook jargon	     1
ger;fiu;rus	 3	TRUE	German;Finno-Ugrian (Other);Russian	German	     1
eng;ger;fre;spa;cze;ita	 6	TRUE	English;German;French;Spanish;Czech;Italian	English	     1
swe;ger;fin;lat	 4	TRUE	Swedish;German;Finnish;Latin	Swedish	     1
swe;arc;lat	 3	TRUE	Swedish;Aramaic;Latin	Swedish	     1
lat;grc;eng;heb;swe	 5	TRUE	Latin;Greek, Ancient (to 1453);English;Hebrew;Swedish	Latin	     1
swe;smj	 2	TRUE	Swedish;Lule Sami	Swedish	     1
swe;lat;heb	 3	TRUE	Swedish;Latin;Hebrew	Swedish	     1
fin;eng;ger;fre;ita;lat	 6	TRUE	Finnish;English;German;French;Italian;Latin	Finnish	     1
fre;swe;fin	 3	TRUE	French;Swedish;Finnish	French	     1
swe;lat;ger;fre;ita	 5	TRUE	Swedish;Latin;German;French;Italian	Swedish	     1
lat;grc;syr	 3	TRUE	Latin;Greek, Ancient (to 1453);Syriac, Modern	Latin	     1
lat;syc;ger;heb;grc	 5	TRUE	Latin;Syriac;German;Hebrew;Greek, Ancient (to 1453)	Latin	     1
swe;fre;lat;ger	 4	TRUE	Swedish;French;Latin;German	Swedish	     1
swe;heb	 2	TRUE	Swedish;Hebrew	Swedish	     1
lat;grc;swe;ger	 4	TRUE	Latin;Greek, Ancient (to 1453);Swedish;German	Latin	     1
lat;swe;ger;grc	 4	TRUE	Latin;Swedish;German;Greek, Ancient (to 1453)	Latin	     1
fin;eng;slo	 3	TRUE	Finnish;English;Slovak	Finnish	     1
fin;swe;eng;ger;fre;spa;hun;rus;est	 9	TRUE	Finnish;Swedish;English;German;French;Spanish;Hungarian;Russian;Estonian	Finnish	     1
swe;jpn	 2	TRUE	Swedish;Japanese	Swedish	     1
fin;ger;eng;fre	 4	TRUE	Finnish;German;English;French	Finnish	     1
ger;und	 2	TRUE	German;Undetermined	German	     1
eng;rus;fre	 3	TRUE	English;Russian;French	English	     1
smi;nor;dan	 3	TRUE	Sami;Norwegian;Danish	Sami	     1
fre;fro	 2	TRUE	French;French, Old (ca. 842-1300)	French	     1
epo;fin;swe	 3	TRUE	Esperanto;Finnish;Swedish	Esperanto	     1
fin;hun;est	 3	TRUE	Finnish;Hungarian;Estonian	Finnish	     1
fin;jpn;swe;eng	 4	TRUE	Finnish;Japanese;Swedish;English	Finnish	     1
fin;swe;eng;ger;fre;rus;chi;est;jap	 8	TRUE	Finnish;Swedish;English;German;French;Russian;Chinese;Estonian	Finnish	     1
eng;spa;fre;rus;chi;ara	 6	TRUE	English;Spanish;French;Russian;Chinese;Arabic	English	     1
fin;swe;eng;ger;fre;ita	 6	TRUE	Finnish;Swedish;English;German;French;Italian	Finnish	     1
fin;swe;eng;ger;rus;jpn	 6	TRUE	Finnish;Swedish;English;German;Russian;Japanese	Finnish	     1
rus;est;fin	 3	TRUE	Russian;Estonian;Finnish	Russian	     1
eng;fin;kal	 3	TRUE	English;Finnish;Kal창tdlisut	English	     1
swe;eng;ger;fre;spa;rus;dut;ita	 8	TRUE	Swedish;English;German;French;Spanish;Russian;Dutch;Italian	Swedish	     1
smi;fin;eng;swe;rus	 5	TRUE	Sami;Finnish;English;Swedish;Russian	Sami	     1
fin;eng;smn	 3	TRUE	Finnish;English;Inari Sami	Finnish	     1
krl;fin;fiu	 3	TRUE	Karelian;Finnish;Finno-Ugrian (Other)	Karelian	     1
fin;haw	 2	TRUE	Finnish;Hawaiian	Finnish	     1
hun;ger	 2	TRUE	Hungarian;German	Hungarian	     1
fin;lat;swe;eng;ger;fre	 6	TRUE	Finnish;Latin;Swedish;English;German;French	Finnish	     1
rus;est	 2	TRUE	Russian;Estonian	Russian	     1
eng;fin;fre;ger;hun	 5	TRUE	English;Finnish;French;German;Hungarian	English	     1
fin;eng;urd	 3	TRUE	Finnish;English;Urdu	Finnish	     1
fin;eng;may	 3	TRUE	Finnish;English;Malay	Finnish	     1
swe;kur	 2	TRUE	Swedish;Kurdish	Swedish	     1
fin;eng;kur	 3	TRUE	Finnish;English;Kurdish	Finnish	     1
fin;eng;ira	 3	TRUE	Finnish;English;Iranian (Other)	Finnish	     1
fin;eng;geo	 3	TRUE	Finnish;English;Georgian	Finnish	     1
fin;eng;alb	 3	TRUE	Finnish;English;Albanian	Finnish	     1
fin;eng;vie	 3	TRUE	Finnish;English;Vietnamese	Finnish	     1
fin;eng;ind	 3	TRUE	Finnish;English;Indonesian	Finnish	     1
fin;eng;bel	 3	TRUE	Finnish;English;Belarusian	Finnish	     1
swe;ira	 2	TRUE	Swedish;Iranian (Other)	Swedish	     1
fin;eng;fre;ger;rus;spa;swe	 7	TRUE	Finnish;English;French;German;Russian;Spanish;Swedish	Finnish	     1
fin;fin;fin;fin	 1	FALSE	Finnish	Finnish	     1
fin;bel	 2	TRUE	Finnish;Belarusian	Finnish	     1
fin;eng;swe;ger;fre;est;rus	 7	TRUE	Finnish;English;Swedish;German;French;Estonian;Russian	Finnish	     1
art	 1	FALSE	Artificial (Other)	Artificial (Other)	     1
zxx;fin	 2	TRUE	No linguistic content;Finnish	No linguistic content	     1
swe;swe;eng;ger	 3	TRUE	Swedish;English;German	Swedish	     1
fin;swe;est;ger	 4	TRUE	Finnish;Swedish;Estonian;German	Finnish	     1
ger;est;eng;swe	 4	TRUE	German;Estonian;English;Swedish	German	     1
fin;eng;ger;swe;fre	 5	TRUE	Finnish;English;German;Swedish;French	Finnish	     1
fin;eng;fre;jpn	 4	TRUE	Finnish;English;French;Japanese	Finnish	     1
fin;eng;rus;ukr;bul	 5	TRUE	Finnish;English;Russian;Ukrainian;Bulgarian	Finnish	     1
khi	 1	FALSE	Khoisan (Other)	Khoisan (Other)	     1
roa;fin	 2	TRUE	Romance (Other);Finnish	Romance (Other)	     1
rus;jpn	 2	TRUE	Russian;Japanese	Russian	     1
fin;eng;rom	 3	TRUE	Finnish;English;Romani	Finnish	     1
fin;swe;eng;est;lav	 5	TRUE	Finnish;Swedish;English;Estonian;Latvian	Finnish	     1
rus;swe;fin	 3	TRUE	Russian;Swedish;Finnish	Russian	     1
fin;nor;eng;ita	 4	TRUE	Finnish;Norwegian;English;Italian	Finnish	     1
fin;eng;ger;fre;spa;ara;jpn	 7	TRUE	Finnish;English;German;French;Spanish;Arabic;Japanese	Finnish	     1
swe;eng;fre;ger;fin;nor	 6	TRUE	Swedish;English;French;German;Finnish;Norwegian	Swedish	     1
eng;ger;hun	 3	TRUE	English;German;Hungarian	English	     1
fin;ger;est	 3	TRUE	Finnish;German;Estonian	Finnish	     1
mul;eng;swe;ger;fin;rus	 6	TRUE	Multiple languages;English;Swedish;German;Finnish;Russian	Multiple languages	     1
roa;ger;ita	 3	TRUE	Romance (Other);German;Italian	Romance (Other)	     1
alb;fin;eng	 3	TRUE	Albanian;Finnish;English	Albanian	     1
eng;fin;fre;ger;ita;spa;swe	 7	TRUE	English;Finnish;French;German;Italian;Spanish;Swedish	English	     1
zxx	 1	FALSE	No linguistic content	No linguistic content	     1
eng;fin;swe;den;nor	 5	TRUE	English;Finnish;Swedish;Slavey;Norwegian	English	     1
sme;smn;sms;fin	 4	TRUE	Northern Sami;Inari Sami;Skolt Sami;Finnish	Northern Sami	     1
fin;kar	 2	TRUE	Finnish;Karen languages	Finnish	     1
eng;ita;spa;fre	 4	TRUE	English;Italian;Spanish;French	English	     1
fin;eng;est;fre;ger;rus;sme;spa;swe	 9	TRUE	Finnish;English;Estonian;French;German;Russian;Northern Sami;Spanish;Swedish	Finnish	     1
ger;mis;sel	 3	TRUE	German;Miscellaneous languages;Selkup	German	     1
hun;lat	 2	TRUE	Hungarian;Latin	Hungarian	     1
lat;est	 2	TRUE	Latin;Estonian	Latin	     1
smi;fin;swe	 3	TRUE	Sami;Finnish;Swedish	Sami	     1
fin;vie;swe	 3	TRUE	Finnish;Vietnamese;Swedish	Finnish	     1
por;eng;fin	 3	TRUE	Portuguese;English;Finnish	Portuguese	     1
smi;sme;nor;eng	 4	TRUE	Sami;Northern Sami;Norwegian;English	Sami	     1
fin;eng;tur	 3	TRUE	Finnish;English;Turkish	Finnish	     1
bos	 1	FALSE	Bosnian	Bosnian	     1
eng;rom;fin	 3	TRUE	English;Romani;Finnish	English	     1
lat;swe;ger;fre	 4	TRUE	Latin;Swedish;German;French	Latin	     1
est;eng;fin	 3	TRUE	Estonian;English;Finnish	Estonian	     1
fin;fin;ger	 2	TRUE	Finnish;German	Finnish	     1
smi;sme;fin;swe;rus	 5	TRUE	Sami;Northern Sami;Finnish;Swedish;Russian	Sami	     1
eng;rus;kom	 3	TRUE	English;Russian;Komi	English	     1
fin;swe;smi;nor	 4	TRUE	Finnish;Swedish;Sami;Norwegian	Finnish	     1
ukr;rus;dan;nor;fin;swe	 6	TRUE	Ukrainian;Russian;Danish;Norwegian;Finnish;Swedish	Ukrainian	     1
fiu;eng;fin	 3	TRUE	Finno-Ugrian (Other);English;Finnish	Finno-Ugrian (Other)	     1
epo;est	 2	TRUE	Esperanto;Estonian	Esperanto	     1
fin;spa;por;rus	 4	TRUE	Finnish;Spanish;Portuguese;Russian	Finnish	     1
fin;fre;ita;jpn	 4	TRUE	Finnish;French;Italian;Japanese	Finnish	     1
fin;eng;ger;est	 4	TRUE	Finnish;English;German;Estonian	Finnish	     1
ita;dan;fin;nor;swe	 5	TRUE	Italian;Danish;Finnish;Norwegian;Swedish	Italian	     1
eng;fin;ita	 3	TRUE	English;Finnish;Italian	English	     1
chv;eng;rus	 3	TRUE	Chuvash;English;Russian	Chuvash	     1
fin;sgn;mul	 3	TRUE	Finnish;Sign languages;Multiple languages	Finnish	     1
fin;eng;fiu	 3	TRUE	Finnish;English;Finno-Ugrian (Other)	Finnish	     1
fin;eng;fre;pol	 4	TRUE	Finnish;English;French;Polish	Finnish	     1
fre;hut	 1	FALSE	French	French	     1
fin;ita;eng;rus;jpn	 5	TRUE	Finnish;Italian;English;Russian;Japanese	Finnish	     1
eng;fin;ger;nor;swe	 5	TRUE	English;Finnish;German;Norwegian;Swedish	English	     1
lat;fre;swe;ger	 4	TRUE	Latin;French;Swedish;German	Latin	     1
lat;eng;fre;swe;ita	 5	TRUE	Latin;English;French;Swedish;Italian	Latin	     1
lat;fre;ger;swe	 4	TRUE	Latin;French;German;Swedish	Latin	     1
lat;swe;eng;fin	 4	TRUE	Latin;Swedish;English;Finnish	Latin	     1
lat;ger;fre;swe	 4	TRUE	Latin;German;French;Swedish	Latin	     1
eng;fin;kom	 3	TRUE	English;Finnish;Komi	English	     1
fin;swe;eng;dan;nor	 5	TRUE	Finnish;Swedish;English;Danish;Norwegian	Finnish	     1
lat;swe;fin;eng	 4	TRUE	Latin;Swedish;Finnish;English	Latin	     1
lat;fre;swe;grc	 4	TRUE	Latin;French;Swedish;Greek, Ancient (to 1453)	Latin	     1
lat;fin;grc	 3	TRUE	Latin;Finnish;Greek, Ancient (to 1453)	Latin	     1
eng;ice	 2	TRUE	English;Icelandic	English	     1
fin;dan;ice;nor;swe	 5	TRUE	Finnish;Danish;Icelandic;Norwegian;Swedish	Finnish	     1
fin;swe;eng;ger;est	 5	TRUE	Finnish;Swedish;English;German;Estonian	Finnish	     1
dut;ita	 2	TRUE	Dutch;Italian	Dutch	     1
nor;spa	 2	TRUE	Norwegian;Spanish	Norwegian	     1
nor;ita	 2	TRUE	Norwegian;Italian	Norwegian	     1
nor;fre	 2	TRUE	Norwegian;French	Norwegian	     1
dan;ita	 2	TRUE	Danish;Italian	Danish	     1
dan;fre	 2	TRUE	Danish;French	Danish	     1
fin;tib	 2	TRUE	Finnish;Tibetan	Finnish	     1
fin;eng;fre;ger;rus;smi;spa;swe	 8	TRUE	Finnish;English;French;German;Russian;Sami;Spanish;Swedish	Finnish	     1
ara;swe	 2	TRUE	Arabic;Swedish	Arabic	     1
fao;dan;eng	 3	TRUE	Faroese;Danish;English	Faroese	     1
san	 1	FALSE	Sanskrit	Sanskrit	     1
swe;per;eng;fin	 4	TRUE	Swedish;Persian;English;Finnish	Swedish	     1
eng;slo	 2	TRUE	English;Slovak	English	     1
ara;tat	 2	TRUE	Arabic;Tatar	Arabic	     1
eng;fin;chi	 3	TRUE	English;Finnish;Chinese	English	     1
und;fin	 2	TRUE	Undetermined;Finnish	Undetermined	     1
rus;smi	 2	TRUE	Russian;Sami	Russian	     1
fin;est;epo	 3	TRUE	Finnish;Estonian;Esperanto	Finnish	     1
fin;dut;epo	 3	TRUE	Finnish;Dutch;Esperanto	Finnish	     1
fin;rus;epo	 3	TRUE	Finnish;Russian;Esperanto	Finnish	     1
fin;pol;epo	 3	TRUE	Finnish;Polish;Esperanto	Finnish	     1
fin;eng;epo	 3	TRUE	Finnish;English;Esperanto	Finnish	     1
fin;spa;epo	 3	TRUE	Finnish;Spanish;Esperanto	Finnish	     1
fin;hun;epo	 3	TRUE	Finnish;Hungarian;Esperanto	Finnish	     1
fin;lav;epo	 3	TRUE	Finnish;Latvian;Esperanto	Finnish	     1
fin;fre;epo	 3	TRUE	Finnish;French;Esperanto	Finnish	     1
fin;ger;epo	 3	TRUE	Finnish;German;Esperanto	Finnish	     1
fin;ita;epo	 3	TRUE	Finnish;Italian;Esperanto	Finnish	     1
fin;jpn;epo	 3	TRUE	Finnish;Japanese;Esperanto	Finnish	     1
est;ger;swe	 3	TRUE	Estonian;German;Swedish	Estonian	     1
lat;ita;grc	 3	TRUE	Latin;Italian;Greek, Ancient (to 1453)	Latin	     1
lat;grc;ger;swe;heb	 5	TRUE	Latin;Greek, Ancient (to 1453);German;Swedish;Hebrew	Latin	     1
fin;eng;rus;jpn	 4	TRUE	Finnish;English;Russian;Japanese	Finnish	     1
fin;swe;eng;fre;est	 5	TRUE	Finnish;Swedish;English;French;Estonian	Finnish	     1
chi;eng;jpn	 3	TRUE	Chinese;English;Japanese	Chinese	     1
fin;swe;pol	 3	TRUE	Finnish;Swedish;Polish	Finnish	     1
swe;eng;chi	 3	TRUE	Swedish;English;Chinese	Swedish	     1
swe;nor;fao;kal;ice;dan	 6	TRUE	Swedish;Norwegian;Faroese;Kal창tdlisut;Icelandic;Danish	Swedish	     1
est;fre;ger	 3	TRUE	Estonian;French;German	Estonian	     1
fin;est;hun;ger	 4	TRUE	Finnish;Estonian;Hungarian;German	Finnish	     1
swe;eng;gre	 3	TRUE	Swedish;English;Greek, Modern (1453-)	Swedish	     1
rus;epo	 2	TRUE	Russian;Esperanto	Russian	     1
swe;rus;est	 3	TRUE	Swedish;Russian;Estonian	Swedish	     1
fin;dan;ice	 3	TRUE	Finnish;Danish;Icelandic	Finnish	     1
lat;fin;swe;eng	 4	TRUE	Latin;Finnish;Swedish;English	Latin	     1
fin;fre;swe;rus;ger	 5	TRUE	Finnish;French;Swedish;Russian;German	Finnish	     1
fin;lit;eng	 3	TRUE	Finnish;Lithuanian;English	Finnish	     1
fin;ger;eng;swe;rus;tha	 6	TRUE	Finnish;German;English;Swedish;Russian;Thai	Finnish	     1
ger;pol	 2	TRUE	German;Polish	German	     1
fin;fre;ara	 3	TRUE	Finnish;French;Arabic	Finnish	     1
fin;spa;cze	 3	TRUE	Finnish;Spanish;Czech	Finnish	     1
smn;fin	 2	TRUE	Inari Sami;Finnish	Inari Sami	     1
fin;uig	 2	TRUE	Finnish;Uighur	Finnish	     1
eng;jpn;rus	 3	TRUE	English;Japanese;Russian	English	     1
fin;smi;rom	 3	TRUE	Finnish;Sami;Romani	Finnish	     1
chv;swe;ger;rus	 4	TRUE	Chuvash;Swedish;German;Russian	Chuvash	     1
smi;smn;sms;sme;fin	 5	TRUE	Sami;Inari Sami;Skolt Sami;Northern Sami;Finnish	Sami	     1
chv	 1	FALSE	Chuvash	Chuvash	     1
ndo;eng	 2	TRUE	Ndonga;English	Ndonga	     1
afa;afr	 2	TRUE	Afroasiatic (Other);Afrikaans	Afroasiatic (Other)	     1
slo;fin	 2	TRUE	Slovak;Finnish	Slovak	     1
fre;fin;eng	 3	TRUE	French;Finnish;English	French	     1
fin;lat;eng;swe	 4	TRUE	Finnish;Latin;English;Swedish	Finnish	     1
eng;tur;fin	 3	TRUE	English;Turkish;Finnish	English	     1
eng;fin;swe;dan;nor	 5	TRUE	English;Finnish;Swedish;Danish;Norwegian	English	     1
fin;eng;swe;nor;dan	 5	TRUE	Finnish;English;Swedish;Norwegian;Danish	Finnish	     1
fil;tgl;fin	 3	TRUE	Filipino;Tagalog;Finnish	Filipino	     1
fin;eng;lav	 3	TRUE	Finnish;English;Latvian	Finnish	     1
nor;dan;swe;fin	 4	TRUE	Norwegian;Danish;Swedish;Finnish	Norwegian	     1
eng;ita;pol;fre;ger;rus	 6	TRUE	English;Italian;Polish;French;German;Russian	English	     1
fin;sme;eng	 3	TRUE	Finnish;Northern Sami;English	Finnish	     1
eng;spa;ita;jpn;por;fre;ger;rus	 8	TRUE	English;Spanish;Italian;Japanese;Portuguese;French;German;Russian	English	     1
fin;swe;eng;rus;spa;ita;heb;jpn;pol	 9	TRUE	Finnish;Swedish;English;Russian;Spanish;Italian;Hebrew;Japanese;Polish	Finnish	     1
fin;mdf	 2	TRUE	Finnish;Moksha	Finnish	     1
lat;fin;ger	 3	TRUE	Latin;Finnish;German	Latin	     1
lat;grc;eng;fre;heb	 5	TRUE	Latin;Greek, Ancient (to 1453);English;French;Hebrew	Latin	     1
lat;heb;grc;swe	 4	TRUE	Latin;Hebrew;Greek, Ancient (to 1453);Swedish	Latin	     1
ger;lat;fre;grc	 4	TRUE	German;Latin;French;Greek, Ancient (to 1453)	German	     1
fin;lat;swe;grc;ger;heb	 6	TRUE	Finnish;Latin;Swedish;Greek, Ancient (to 1453);German;Hebrew	Finnish	     1
eng;fin;spa	 3	TRUE	English;Finnish;Spanish	English	     1
tai;eng	 2	TRUE	Tai (Other);English	Tai (Other)	     1
ber	 1	FALSE	Berber (Other)	Berber (Other)	     1
fin;eng;epo;jpn	 4	TRUE	Finnish;English;Esperanto;Japanese	Finnish	     1
eng;fin;swe;nor;dan;dut	 6	TRUE	English;Finnish;Swedish;Norwegian;Danish;Dutch	English	     1
vot;fin;est;rus;eng	 5	TRUE	Votic;Finnish;Estonian;Russian;English	Votic	     1
fin;eng;est;rus;hun	 5	TRUE	Finnish;English;Estonian;Russian;Hungarian	Finnish	     1
eng;zap	 2	TRUE	English;Zapotec	English	     1
fin;eng;rus;fre;spa	 5	TRUE	Finnish;English;Russian;French;Spanish	Finnish	     1
fin;spa;gre;eng	 4	TRUE	Finnish;Spanish;Greek, Modern (1453-);English	Finnish	     1
eng;nep	 2	TRUE	English;Nepali	English	     1
fin;ger;nor;smi	 4	TRUE	Finnish;German;Norwegian;Sami	Finnish	     1
fin;por;eng	 3	TRUE	Finnish;Portuguese;English	Finnish	     1
ita;mul	 2	TRUE	Italian;Multiple languages	Italian	     1
fin;ice;eng	 3	TRUE	Finnish;Icelandic;English	Finnish	     1
